created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,keyword,date
2023-12-10 23:18:14+07:00,1733883831462318535,@IDNTimes Mantap kami menunggu kehadiran Ganjar Mahfud ke kota kami,0,1,0,0,in,1219785626481876992,1733665228112691643,RetnosariErni_,https://twitter.com/RetnosariErni_/status/1733883831462318535,,,Akronim,2023-12-10
2023-12-10 21:30:55+07:00,1733856824829628568,Capres nomor urut 3 Pak Ganjar Pranowo mengisi akhir pekan di hari Minggu dengan berolahraga di CFD di Sudirman-Thamrin  Jakarta.  Pak Ganjar berlari menelusuri jalan Sudirman-Thamrin. Banyak masyarakat yg mengajaknya bersalaman &amp; berfoto bersama #SahabatGanjar #KimTaehyung https://t.co/7ufjDMJazo,0,0,3,4,in,1496839988365111298,1733856824829628568,TracyPedas,https://twitter.com/TracyPedas/status/1733856824829628568,https://pbs.twimg.com/ext_tw_video_thumb/1733856795918307328/pu/img/Xv6oEMLyrv7McH7v.jpg,,Pres,2023-12-10
2023-12-08 16:34:42+07:00,1733057503360110798,Yakin deh Program Internet Gratis Ganjar lebih diminati masyarakat dibandingkan dengan Program Makan Gratis Prabowo. https://t.co/gaVWYgufEZ,2,4,7,40,in,1420219650231574533,1733057503360110798,arifin34533,https://twitter.com/arifin34533/status/1733057503360110798,https://pbs.twimg.com/media/GA0OirZboAATlOc.jpg,Indonesia,Pres,2023-12-08
2023-12-22 17:25:34+07:00,1738143737178685460,@KompasTV Hanya GAMA pilihan tepat untuk Indonesia #LanjutGANsemuakerja,0,0,0,0,in,1729456306631917568,1738087519059943481,MieraBulki,https://twitter.com/MieraBulki/status/1738143737178685460,,,Wapres,2023-12-22
2023-12-05 16:21:31+07:00,1731967022056227274,Masyarakat Kota Balikpapan  KalTim menyambut antusias kedatangan Capres No. urut 3 Ganjar Pranowo.  Tiba di Bandara Sultan Aji Muhammad Sulaiman Sepinggan  Ganjar Pranowo langsung diberikan slayer manik-manik khas Kalimantan Timur sebagai bentuk selama datang.  #GanjarMahfud2024 https://t.co/4ay6piWlqS,0,0,31,52,in,87632140,1731967022056227274,wil_ws_,https://twitter.com/wil_ws_/status/1731967022056227274,https://pbs.twimg.com/ext_tw_video_thumb/1731966952657301504/pu/img/zHFbQk5Gnb2wY57r.jpg,Indonesia,Pres,2023-12-05
2023-12-08 20:59:22+07:00,1733124110065307798,@jijindut @ganjarpranowo Ganjar-Mahfud Pilihan TEPAT untuk Indonesia Unggul.. #GasssGanjarMahfud ...,0,0,2,2,in,3666836898,1733106733051154858,petroson1146a,https://twitter.com/petroson1146a/status/1733124110065307798,,,Akronim,2023-12-08
2023-12-06 22:50:18+07:00,1732427254104518917,Golput bukan solusi untuk bergotong-royong membangun bangsa dan negara. Mahfud MD menuturkan seruan untuk mengajak rakyat Indonesia menggunakan hak pilihnya dengan bijak. Golput itu keputusan yang sangat merugikan  bukan hanya bagi pemilih yang golput saja tapi juga pemilih yang… https://t.co/WH89WohU2J,1,3,24,82,in,1226725839099707392,1732427254104518917,aan_muba,https://twitter.com/aan_muba/status/1732427254104518917,https://pbs.twimg.com/ext_tw_video_thumb/1732427152803692544/pu/img/gOV3pvKoOBo3Zizm.jpg,,Akronim,2023-12-06
2023-12-28 18:29:15+07:00,1740334091491541000,@mulanbilqis Jilat trs bng @Fahrihamzah emng ga ada lgi manusia waras di negri ini Ganjar mahfud yg terbaik #GanjarMahfud2024,0,0,2,21,in,710566116553166849,1740325828280631629,veraagustian_,https://twitter.com/veraagustian_/status/1740334091491541000,,,Pres,2023-12-28
2023-12-25 22:34:16+07:00,1739308587607077174,Kata kata untuk hari ini  paham!!! @dmenmatcha @djangoxdune https://t.co/0gPvF03oc8,1,2,1,0,in,1287405334051487745,1739308587607077174,ineaffable,https://twitter.com/ineaffable/status/1739308587607077174,https://pbs.twimg.com/ext_tw_video_thumb/1739308479041736704/pu/img/mr0mJlk8Ht4LOBjM.jpg,,Wapres,2023-12-25
2023-12-28 23:49:33+07:00,1740414696874995951,@tvOneNews Sakarepmu wong rakyat lebih tau pak Mahfud kaya apa 🤟🔥,0,0,0,0,in,1694332475420659712,1740101549668597923,candleligh77470,https://twitter.com/candleligh77470/status/1740414696874995951,,,Akronim,2023-12-28
