created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,keyword,date
2023-12-18 00:00:15+07:00,1736431120747798841,Selama Anies belum mengakui kesalahannya dalam menyebutkan Harun Al Rasyid adalah pendukung Prabowo maka selama itu pula    𝘼𝙣𝙞𝙚𝙨 𝙖𝙙𝙖𝙡𝙖𝙝 𝙘𝙖𝙥𝙧𝙚𝙨 𝙥𝙚𝙣𝙮𝙚𝙗𝙖𝙧 𝙝𝙤𝙖𝙭 https://t.co/6ojsGEjSrk,48,1095,252,874,in,576755999,1736431120747798841,bengkeldodo,https://twitter.com/bengkeldodo/status/1736431120747798841,https://pbs.twimg.com/media/GBkK5tSaIAABMTf.jpg,"Kebumen, Indonesia",Pres,2023-12-18
2023-12-17 17:38:06+07:00,1736334949182058698,Terkini: Alasan Gibran Lanjutkan Proyek IKN Jokowi  Ganjar Janji Kembangkan Ekonomi Pesantren https://t.co/YHPgT3Qe2f #TempoBisnis,0,76,39,76,in,18129942,1736334949182058698,tempodotco,https://twitter.com/tempodotco/status/1736334949182058698,,Indonesia,Wapres,2023-12-17
2023-12-06 07:53:12+07:00,1732201489047937457,Pemimpin gak boleh salah ngomong karena efeknya luas.  Cc @ajengcute16__   Daging yang terkena asam sulfat menghitam dan hancur. Bayangkan kalau saran Gibran diikuti oleh ibu2 hamil tanpa pikir panjang.  Ogah pilih Prabowo Gibran!  #BenamkanCawapresAsamSulfat https://t.co/6zt03pTRSz,9,14,133,230,in,1647311678160384007,1732201489047937457,MichelAdam7__,https://twitter.com/MichelAdam7__/status/1732201489047937457,https://pbs.twimg.com/ext_tw_video_thumb/1732201451848646656/pu/img/DO2oYDbtIHqW35DA.jpg,,Wapres,2023-12-06
2023-12-29 08:58:00+07:00,1740552717050011781,Beberapa hari ini di timeline saya kok adanya seputar Anies saja ya?  Prabowo &amp; Ganjar apakah tidak ada isu/berita baru setelah gelombang pasca debat cawapres surut mereda?  Apakah echo chamber aja atau memang ga ada isu/berita baru?,99,327,1058,4083,in,35167068,1740552717050011781,ainunnajib,https://twitter.com/ainunnajib/status/1740552717050011781,,Singapore,Pres,2023-12-29
2023-12-11 08:50:46+07:00,1734027915837460886,Serangan-serangan kompetitor tak ngefek ternyata  bahkan membuat Prabowo-Gibran semakin kuat  maju terus prabowo gibran ❤️✌🏻 #PSGibranSemakinDiDepan  https://t.co/D2sQZC30Tc https://t.co/yHFAsRNt5h,0,0,32,25,in,391342032,1734027915837460886,senjtaaa,https://twitter.com/senjtaaa/status/1734027915837460886,https://pbs.twimg.com/media/GBCBML-boAAsVMF.jpg,"⠀
彼女の野蛮な側の後ろ, she is an angel ",Wapres,2023-12-11
2023-12-17 18:12:53+07:00,1736343703848178129,"Pernyataan @prabowo 'Ndasmu Etik' Bersifat Ejekan terhadap Penegakan Etik di MK  Ucapan calon presiden Prabowo Subianto tentang ndasmu etik"" sebagai ucapan yang tidak beretika. Ucapan Prabowo itu diutarakan dalam Rapat Koordinasi Nasional Partai Gerindra pada 15 Desember 2023.… https://t.co/uh4HkVPGfW""",6,8,45,134,in,435004096,1736343703848178129,Aryprasetyo85,https://twitter.com/Aryprasetyo85/status/1736343703848178129,https://pbs.twimg.com/ext_tw_video_thumb/1736342993559511040/pu/img/XtsKxBQ3B6LM0Ouh.jpg,"Central Java, Indonesia",Pres,2023-12-17
2023-12-21 10:18:00+07:00,1737673746427920678,Mantap ✌🇮🇩  Deklarasi mantan ketua BEM dan alumni universitas se DIY mendukung prabowo gibran ‼️   #PrabowoGibranBanjirDukungan  #PrabowoGibran2024 menang satu putaran ✌🇮🇩 https://t.co/MBitZ7LqY1,5,67,31,132,in,1604408934525464576,1737673746427920678,xquitavee,https://twitter.com/xquitavee/status/1737673746427920678,https://pbs.twimg.com/ext_tw_video_thumb/1737673663649058816/pu/img/ZYKfaIF8mOfLsXs3.jpg,"Hokota-shi, Ibaraki",Pres,2023-12-21
2023-12-11 16:52:55+07:00,1734149251159167095,Saya semakin yakin kalau faktor @jokowi akan menangkan @prabowo @gibran_tweet. Ini menurut survey juga berkesimpulan yg sama dengan saya.. Gimana menurut antum?  @Paltiwest @msobri99 @PartaiSocmed https://t.co/Rq0TQy5N1L https://t.co/C7uTu9bFaa,0,9,25,23,in,3401888583,1734149251159167095,1HandeDelisii,https://twitter.com/1HandeDelisii/status/1734149251159167095,https://pbs.twimg.com/media/GBDvVera0AAZ7Gp.jpg,,Pres,2023-12-11
2023-12-17 15:12:35+07:00,1736298331280977938,@Muhammad_Saewad @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd Pragi,0,0,0,0,in,1218592324877291523,1734592794877202609,maumakanbanyak,https://twitter.com/maumakanbanyak/status/1736298331280977938,,"Surakarta, Jawa Tengah",Akronim,2023-12-17
2023-12-15 15:13:14+07:00,1735573718628434240,Pemimpin Tegas dengan pembawaan tenang siapa lagi klo bukan bapak gemoy @prabowo #DukungPrabowo https://t.co/Jk3ENESVmJ,0,0,2,0,in,1108551300109631488,1735573718628434240,hangyxz,https://twitter.com/hangyxz/status/1735573718628434240,https://pbs.twimg.com/media/GBX_D4da8AE4vgv.jpg,Saturnus,Pres,2023-12-15
